날짜,시가,고가,저가,종가,거래량,등락률
2025-12-29,14680,14860,13920,14610,1515374,2.1678321678321675
2025-12-30,14550,14690,12950,13020,2687810,-10.882956878850102
2026-01-02,13020,13350,12000,12040,1890357,-7.526881720430108
2026-01-05,11750,14240,11620,13200,4502999,9.634551495016613
2026-01-06,13250,13260,11960,12050,1499025,-8.712121212121213
2026-01-07,12270,12480,11670,12210,891298,1.3278008298755186
2026-01-08,12450,12810,12080,12220,1015225,0.08190008190008191
2026-01-09,12160,12160,11700,12000,609957,-1.800327332242226
2026-01-12,12050,12180,11330,11530,849663,-3.916666666666667
2026-01-13,11530,11740,11310,11570,793530,0.3469210754553339
2026-01-14,12250,12250,11510,11630,858018,0.5185825410544511
2026-01-15,11400,11590,11320,11500,620221,-1.117798796216681
2026-01-16,11480,11930,11170,11880,1294407,3.304347826086956
2026-01-19,11430,11650,11240,11570,876989,-2.6094276094276094
2026-01-20,11450,11600,11050,11070,980076,-4.32152117545376
2026-01-21,10770,10880,10290,10790,1252773,-2.5293586269196027
2026-01-22,10860,10870,10290,10500,799480,-2.6876737720111215
2026-01-23,10370,11300,10300,10890,1814585,3.7142857142857144
2026-01-26,11030,11400,10850,11240,1024961,3.213957759412305
2026-01-27,11080,11370,10860,11280,759131,0.3558718861209964
2026-01-28,11690,11750,11180,11310,964054,0.26595744680851063
2026-01-29,11180,11360,10790,11170,719612,-1.237842617152962
2026-01-30,11250,11250,10790,10870,647005,-2.685765443151298
2026-02-02,10540,10940,10120,10230,671768,-5.887764489420423
2026-02-03,10460,10620,10280,10540,389060,3.0303030303030303
2026-02-04,10410,10670,10070,10230,564898,-2.941176470588235
2026-02-05,10600,10770,9880,10040,685457,-1.857282502443793
2026-02-06,9560,9700,9230,9700,686350,-3.386454183266932
2026-02-09,8270,9080,8180,8800,2369994,-9.278350515463918
2026-02-10,8500,8900,8380,8860,1396809,0.6818181818181818
2026-02-11,8780,9050,8680,8900,761321,0.4514672686230248
2026-02-12,9110,9190,8850,9020,608497,1.348314606741573
2026-02-13,8900,8910,8630,8770,440085,-2.771618625277162
2026-02-19,8790,8950,8690,8870,430789,1.1402508551881414
2026-02-20,8760,8850,8480,8550,464256,-3.6076662908680945
2026-02-23,8470,8610,8300,8450,363573,-1.1695906432748537
2026-02-24,8600,9030,8500,8520,455478,0.8284023668639053
2026-02-25,8560,8790,8380,8470,376201,-0.5868544600938966
2026-02-26,8510,8510,8150,8200,468185,-3.187721369539551
2026-02-27,8300,8500,8100,8370,348171,2.073170731707317
2026-03-03,8010,8350,7810,7840,532624,-6.332138590203106
2026-03-04,7310,7540,6610,6870,784473,-12.372448979591837
2026-03-05,7130,7700,7130,7600,392995,10.625909752547306
2026-03-06,7460,7760,7210,7680,304758,1.0526315789473684
2026-03-09,7300,7340,7070,7310,196688,-4.817708333333334
2026-03-10,7670,7790,7410,7770,268596,6.292749658002736
2026-03-11,7880,8270,7820,7970,402427,2.574002574002574
2026-03-12,9060,9070,8160,8640,1348225,8.406524466750314
2026-03-13,8280,9200,8230,8900,1236763,3.009259259259259
2026-03-16,9160,9160,8310,8360,751225,-6.067415730337078
2026-03-17,8410,8850,8240,8590,658487,2.751196172248804
2026-03-18,8690,9250,8300,9010,839213,4.889406286379511
2026-03-19,8730,8790,8450,8500,460102,-5.660377358490567
2026-03-20,8700,8780,8580,8650,108122,1.7647058823529411
