날짜,시가,고가,저가,종가,거래량,등락률
2016-01-04,13100,13100,12400,12600,24939,-3.816793893129771
2016-01-05,12300,12700,12300,12450,9446,-1.1904761904761905
2016-01-06,12550,12550,12150,12300,16015,-1.2048192771084338
2016-01-07,12150,12400,12000,12200,25517,-0.8130081300813009
2016-01-08,12200,12200,11750,12200,17939,0.0
2016-01-11,12150,12150,11900,11900,11460,-2.459016393442623
2016-01-12,12000,12050,11650,12000,15452,0.8403361344537815
2016-01-13,12000,12100,11800,11950,10563,-0.4166666666666667
2016-01-14,11900,11900,11550,11750,15695,-1.6736401673640167
2016-01-15,11800,12000,11600,11700,12324,-0.425531914893617
2016-01-18,11550,11800,11400,11600,5671,-0.8547008547008548
2016-01-19,11600,11650,11350,11350,17111,-2.1551724137931036
2016-01-20,11350,11500,10850,11000,45387,-3.0837004405286343
2016-01-21,10950,11100,10450,10900,34424,-0.9090909090909091
2016-01-22,10850,11800,10850,11450,19746,5.045871559633028
2016-01-25,11600,11850,11600,11800,4955,3.056768558951965
2016-01-26,11600,11800,11400,11800,10159,0.0
2016-01-27,11800,11900,11550,11850,9114,0.423728813559322
2016-01-28,11850,12100,11650,12050,14533,1.6877637130801686
2016-01-29,12100,12350,11950,12300,10332,2.0746887966804977
2016-02-01,12300,12300,11900,12000,5684,-2.4390243902439024
2016-02-02,11850,11900,11400,11450,11586,-4.583333333333333
2016-02-03,11600,11600,11300,11400,1120,-0.43668122270742354
2016-02-04,11500,11750,11300,11650,5712,2.1929824561403506
2016-02-05,11400,11700,11400,11700,7167,0.4291845493562232
2016-02-11,11400,11400,10950,11250,10022,-3.8461538461538463
2016-02-12,11050,11150,10150,10250,20479,-8.88888888888889
2016-02-15,10150,10550,10150,10250,5824,0.0
2016-02-16,10400,10450,10000,10000,43614,-2.4390243902439024
2016-02-17,10150,10450,10100,10250,9299,2.5
2016-02-18,10300,10600,10300,10550,7270,2.9268292682926833
2016-02-19,10600,10600,10300,10550,4022,0.0
2016-02-22,10550,10850,10500,10550,14110,0.0
2016-02-23,10550,10700,10450,10600,8616,0.47393364928909953
2016-02-24,10600,10650,10400,10650,2640,0.4716981132075472
2016-02-25,10600,10800,10450,10550,8434,-0.9389671361502347
2016-02-26,10550,10850,10450,10800,10663,2.3696682464454977
2016-02-29,10750,10800,10550,10800,6802,0.0
2016-03-02,10850,11250,10700,10700,16893,-0.9259259259259258
2016-03-03,10800,11250,10800,11000,6482,2.803738317757009
2016-03-04,11000,11000,10800,10950,4932,-0.45454545454545453
2016-03-07,10950,10950,10750,10900,5090,-0.45662100456621
2016-03-08,10900,10900,10650,10900,4069,0.0
2016-03-09,10650,10950,10650,10900,8745,0.0
2016-03-10,10900,10900,10750,10800,13078,-0.9174311926605505
2016-03-11,10700,10950,10700,10850,12531,0.4629629629629629
2016-03-14,10950,11100,10750,10850,16912,0.0
2016-03-15,10800,11100,10750,10750,5945,-0.9216589861751152
2016-03-16,10750,10850,10500,10750,14408,0.0
